label,text
0,"จะจบม.3แล้ว งานเยอะมาก 
#การศึกษาไทย"
-1,อาจารย์นี่ทำเด็กสุขภาพพังโดยไม่ต้องรับผิดชอบเลยสินะ #เรียนออนไลน์ #การศึกษาไทย #สั่งงานเยอะเกินไป
1,"มาเป็นครู ตจว. ตั้งใจมาเพื่อเปลี่ยนmindsetเด็ก
ให้เค้ากล้าคิด กล้าฝัน แล้วหาวิธีไปให้ถึงจุดนั้น
ทุกวันนี้คือสนิทกับ… https://t.co/hHxS9GEBoQ"
0,ยังรับอยู่เหมือนเดิมน้าา ทักมาคุยรายละเอียดกันก่อนได้เลยฮับบ ! #แปล #ภาษาอังกฤษ #แปลภาษาอังกฤษ #เรียนภาษาอังกฤษ… https://t.co/EmzGFnjaKA
0,"คิวว่างยาวๆเลยค่ะ มีเวลาเต็มที่ รับแปล, ตรวจแก้ภาษา EN-TH | EN-TH ทุกชนิด ทุกรูปแบบ DM หรือ แอดไลน์ @252pimbe (มี @… https://t.co/gJnEy2sYKi"
0,คณิตศาสตร์ไม่ว่าจะเป็นคณิตหลักหรือเพิ่มหรือเสริมอะไรต่างๆนาๆ ไม่ว่าจะเรียนที่โรงเรียนหรือเรียนออนไลน์กูก็ไม่เคยเรีย… https://t.co/MJEd9yczf6
0,"คำว่า ""ได้ดีเพราะติวเตอร์"" มีอยู่จริง
รรชั้นก็ไม่ได้ดังมากหรอกแต่การสอนของครูนี่คือแย่มาก ครูต่างชาติ 1คนให้สอน 4วิชาก็ไม่ได้ปะ อยากบอกว่าเรียนไม่รู้เรื่องเลยอีดอกกูตั้งใจจนจะร้องไห้ละ อยู่ม.3จะเข้าม.4 ก็เครียดเป็นนะ #การศึกษาฆ่าฉัน #WhatHappeningInThailand"
0,"เรื่องตอนเช้าทำให้หัวอุ่นถึงตอนนี้ 
ขออภัยในคำหยาบแต่คือโมโหจริงตอนพูดกับครูเสียงก็ไม่ค่อยเป็นมิตรเท่าไหร่… https://t.co/Zkc3XrmkyO"
0,หนูมาหาทุนการศึกษาค่า..~~~ คือตอนนี้หนูย้ายโรงเรียนเเละก็มาอยู่กับพี่ชายเเล้ว เเต่พี่ชายยังมีลูกอีก 2 คน หนูเลยคิด… https://t.co/p8su9juK3G
0,อันนี้มันสิทธิ์ของหนูไหมคะ ที่จะเปลี่ยนหรือไม่เปลี่ยนชื่อไลน์ #การศึกษาไทย https://t.co/AxMke8gMHX
0,"รับทำข้อสอบวิชาคณิต เลข ม.ต้น ม.ปลาย แคลคูลัส1,2 เจนเคม1,2 มหาลัยค่า เดมสอบถามได้เลยค่า #รับทําข้อสอบ #แคลคูลัส #มหาลัย #เรียนออนไลน์"
0,เรียนเสร็จอีกวัน ขอให้เป็นวันสุดท้าย #เรียนออนไลน์ ตอนโหวตสมองคิดอะไรอยู่ อยากเรียนธรรมดาเว้ย
0,#เรียนออนไลน์ #เรียนonline จะได้ไปเรียนที่โรงเรียนสักทีรู้สึก VIP ขึ้น 😂
0,ผมเรียนสองคาบวิชาเดียวกัน คาบแรกพักเที่ยงแล้วต่ออีกคาบ คาบแรกสองคาบสองว่าง // ถามครูแล้ว 2 รอบ ผมไปอ่านหนังสือส่งอา… https://t.co/qrcPfeTy4x
0,ทุกคนช่วยรีหน่อยนะคะ ทำไมผอ.โรงเรียนนี้ถึงสร้างหลักสูตรเกษตรมาเพื่อใช้งานหนักๆแบบนี้ ครูผู้สอนบอกว่ามันเป็นคำสั่งจา… https://t.co/33DveewzYS
-1,วันนี้ช่วงเช้า โดนยึดต่างหู แต่นี่ไม่ได้อะไรเพราะเข้าใจว่ามันผิดแต่ กูจะโกรธตรงที่ด่าว่า “มีแต่ไซด์ไลน์นะคะที่ใส่ต่างหู” เดี๋ยวๆๆๆ อ๊ะอีสัส นั่งเป็นนักเรียนอยู่ๆดีกูเป็นคนขายหีเฉยเลย อยากถามว่าอาจารย์สามารถเอาอาชีพนี้มาเปรียบกับนักเรียนเวลาทำผิดกฎตลอดหรอคะ?#การศึกษาไทย
-1,ชีวิตกูต้องสายตาสั้นเพราะนั่งจ้อมคอมเรียนก้ไม่ได้ป่ะวะ #เรียนออนไลน์
-1,"วันจันทร์วันงานอัพ วันศุกร์วันปั่นงาน
ส่งล่าช้าไปปั่นเสาร์อาทิตย์ อ้าวกูไม่ได้พักเลยนี่ #เรียนออนไลน์"
-1,ทำไมการศึกษาตอนนี้มันถึงทำให้เรารู้สึกว่าการโตเป็นผู้ใหญ่มันน่ากลัววะ​ กลัวที่จะเลือกอนาคต​ กลัวที่จะทำในสิ่งที่ตัว… https://t.co/0hiCXiOi6U
-1,ทำไมรสชาติ​ของ​การเป็นผู้ใหญ่มันถึงได้เจ็บปวดขนาดนี้วะ​ #การศึกษาไทย #การศึกษาฆ่าฉัน #การศึกษา
0,ควรเปิดโอกาสให้นร.ได้มีอิสระในการเรียน ควรมุ่งเน้นไปในสิ่งที่เด็กคนๆนั้นถนัด  ไม่ควรที่จะให้เรียนทุกด้าน ซึ่งบางอย่… https://t.co/HGPAujjJfX
0,"ถ้าการศึกษาไทยดีจริง ทำไมให้ลูกไปเรียนต่างประเทศ??
ถ้าการศึกษาไทยดี ทำไมต้องเรียนพิเศษ?? ควรที่จะสอนนร.ในสิ่งที่จำเ… https://t.co/1zSemHskxB"
0,"ใส่เสื้อกันหนาว = แต่งแฟชั่นไปโรงเรียน

#ความล้มเหลวของการศึกษาไทย"
-1,"เกิดมาเพื่อถวายชีวิตให้การศึกษาไทย แล้วตายไปพร้อมมัน 😩
#การบ้าน #การศึกษาไทย #สอบ #สอบทุกวัน #เหนื่อย #ท้อ #อ่านหนังสือ #ปวดหัว"
-1,"#การศึกษาฆ่าฉัน #กาศึกษาฆ่าฉัน 
ไปปั่น # นี้กันค่ะ มาเปิดเปิงความเน่าของการศึกษาไทยเถอะ!!"
-1,ทำไงดีกับครูที่ออกข้อสอบตรงกับที่เรียนพิเศษครูเค้าดี คือมันแฟร์แล้วเหรอ เด็กที่เรียนพิเศษก็ทำได้อ่ะดิ ส่วนคนที่ไม่ได้เรียนอ่านหนังสือแทบตายยังไงก็ทำไม่ได้ ออกข้อสอบก็ยาก ให้เกรดยากอีก  #การศึกษาไทย
-1,กุว่าครูแม่งไม่ไหวแล้วจริงๆคนในห้องตะโกนจนหูแทบแตกครูแม่งบอกได้ยินแต่คุยกันไม่รู้เรื่องสรุปแม่งได้ยินจริงๆป่ะตอบก็ไ… https://t.co/vmt6KahPR2
0,"เมื่อวานสอบมิดเทอมวิชาทักษะการคิด ข้อสอบถามว่า ""เมื่อเรียนจบแล้ว นศ.ตั้งใจอยากจะประกอบอาชีพอะไร"" กูเขียนลงกระดาษตำต… https://t.co/CoIFURZ9hz"
-1,กูมาเรียน ไม่ได้มาเป็นขี้ข้าของพวกมึง #การศึกษาไทย https://t.co/B9PyeYvFS1
-1,"มาโรงเรียน แต่เรียนออนไลน์ อัยสัด!!
 #เรียนออนไลน์"
-1,"ฉีกใบงานเด็กแล้วให้เด็กหาเวลาทำไปส่งใหม่กรุณาอย่าหาทำ..
#การศึกษาไทย"
0,ขอคำปรึกษาหน่อยค่ะ หลายเราอยู่ป.4ไม่ยอมเรียนออนไลน์ เปิดให้ก็นอนฟังหรือเอาไปแอบเล่นเกมส์ งานเพิ่มขึ้นทุกวันตามไม่ทั… https://t.co/jd1Zqn0QsY
-1,ครูคะถ้าจะเป็นแบบนี้ครูเลิกสอนนะคะ ให้พวกหนูศึกษากันเอง เพราะหลายบทเเล้วครูไม่เคยสอนเลยให้ศึกษาเองตลอด เเล้วครูก็ถา… https://t.co/yNCKLdd5US
0,น้อยใจได้มั้ยอะ คนเสียสละคือคนที่ไม่ต้องใส่ใจหรอ แล้วเป็นอะไรหรอคะ เลื่อนสอบ คิดไรอยู่คะ เด็กได้เรียนไม่เท่ากัน ก็… https://t.co/KfMqzBphQa
0,"สั่งจังการบ้านเนี่ย หยุดสั่งบ้างก็ได้กลัวครูเหนื่อย😉
#เรียนออนไลน์ #เบื่อสุดๆ #การบ้าน #หยุดสั่งบ้างกลัวตรวจไม่ทัน"
0,"📍ออนไลน์งานจะเยอะไปไหนก่อนน📚 คุณครูคะ พักก่อน ครูควรไปพัก หยุดจ้ะๆๆ
#เรียนออนไลน์ #ครูพักก่อน #งานเยอะไปไหน #โควิดติดบรรลัย"
0,นี่โดนงานกลุ่ม ละกลุ่มนึงมี 10 คน แบบอาจารย์จับให้เลย อห. แค่ให้ทำกับเพื่อนตัวเองก็ติดต่อลำบากอยู่แล้ว🥲… https://t.co/ceiu6MugaT
0,"เรียนออนไลน์ = ว่างเปล่า55555
#เรียนออนไลน์"
0,เรียนทุกวันไม่เว้นแม้กระทั่งเสาร์อาทิตย์ ตุยยยยย #ความล้มเหลวของระบบการศึกษาไทย
0,วันนี้ไปสอบสอนมา ณ โรงเรียนเอกชนแห่งหนึ่ง เราเป็นติวเตอร์2ปีกว่า ทำไมจะไม่รู้ว่าเด็กเป็นไง เด็กมาเรียนกับเรา อยากจะ… https://t.co/OMAdFvFJk4
0,นักเรียนบางคนก็ไม่ได้ชอบการแข่งขันรึเปล่า? จะให้มาแย่งกันตอบเพื่อเอาคะแนนมันก็ไม่ใช่อะ #เรียนออนไลน์
-1,ทำไมครูไม่เข้าใขนักเรียนบ้างว่ะ สมองเด็กมันเท่ากันหรอ คนหนึ่งเก่งอย่างอีกคนเก่งอย่าง มันจะให้เก่งเหมือนกันได้ไง เหนื่อยเหมือนกันน่ะ ที่ต้องพยายามทำฟิสิกส์ ให้ได้คะแนนดีๆพอไม่ผ่านก็ต้องมาแก้เป็นพันๆจบ คือแบบเหนื่อยกับการเรียนไม่พอต้องมาแก้ข้อสอบอีก #ความล้มเหลวของการศึกษาไทย
-1,เหนื่อยกับการศึกษาไทย ทำข้อสอบไม่ผ่านก็ต้องมาแก้เป็นพันๆจบ เราก็ตั้งใจทำเต็มที่แล้ว คือมันทำได้แค่นั้นอ่ะ เอาแต่เด็กเก่งแล้วเด็กที่เรียนไม่เก่งล่ะ ทิ้งขว้างแบบนี้หรอเด็กทำไมไม่ได้ก็ว่าเด็กโง่ไม่ตั้งใจเรียนแล้วครูสอนยังำงให้เด็กไม่เข้าใจ #ความล้มเหลวของการศึกษาไทย  #การศึกษาฆ่าฉัน
-1,"บางทีครูก็สั่งงานเหมือนไม่อยากให้เด็กจบ😣😥
#การศึกษาไทย #การบ้าน #เด็กมีคนเดียว #วิชาสามัญ #โรงเรียน"
-1,เเบ่งกลุ่มเรียนว่าเหี้ยเเล้ว พอบอกว่าอยากเอาเพื่อนมาอยู่ด้วยเเล้วอ.จะตอบว่าเเล้วที่นั่งในห้องนี้ไม่ใช่เพื่อนหรอ โห่… https://t.co/zLip3EiguX
0,"ระหว่างทำแหนม

""น้าปูๆๆๆๆๆๆๆๆๆๆ
ช่วยหนูด้วยๆๆๆๆๆ
หนูต้องสอบภาษาอังกฤษ""

เอ๊า !!!!! .....

#เรียนออนไลน์😌 https://t.co/CMxvmxTRGB"
-1,เหนื่อย ไม่รู้ทำไมแต่เหนื่อยมากๆ  #เรียนออนไลน์
-1,"🙏🙏🙏อยากให้คุณครูสอนออนไลน์ เลิกแจกการบ้านก่อนค่ะ ผู้ปกครองทำไม่ทันแล้ว  งานก็ต้องทำ ไหนจะการบ้านลูกอีก😅😅
#เรียนออนไลน์"
0,เราเป็นแค่เด็กม.ต้นที่กำลังจะขึ้นม.ปลาย ยอมรับเลยว่าไม่เก่งคณิตแต่เราอยากต่อสถาปัตย์จะให้เรียนศิลป์ภาษาก็กลัวอ่อนก… https://t.co/ikczEG5rj4
-1,ทำให้เด็กม.ต้นแบบเราอยากฆ่าตัวตายได้ก็คิดเอาแล้วกันนะ #ความล้มเหลวของการศึกษาไทย
0,เขาชอบให้เด็กสร้างภาพกันแล้วหรอ หน้าที่พลเมืองเรามีแต่ไม่ได้อยากอวดอ่ะ มันทำเพราะอยากทำหรือทำเพราะอยากถ่ายส่งครู #ความล้มเหลวของการศึกษาไทย
-1,เมื่อบอกอาจารย์ว่างานเยอะ. ไหนบอกว่าให้คุยไงคะ พอคุยแล้ว เป็นแบบนี้หรอ? #การศึกษาไทย https://t.co/imY5ZudCWF
-1,"ผอ.โรงเรียนเราจะไม่เซ็นใบจบให้เพราะเด็กนักเรียนไม่ตัดผม  #การศึกษาไทย #การศึกษาไทย #การศึกษาฆ่าฉัน 
#จากเด็กหญิงคนหนึ่ง"
-1,เงินที่เสียไปกับโครงงานครึ่งพัน แลกกับคะแนน20คะแนน ตลกดีเนอะ นักเรียนบางคนถึงขั้นอดข้าวกลางวันตัวเองเพื่อเอาเงินมาซื้อของอ่ะคิดดู   #ความล้มเหลวของระบบการศึกษาไทย
-1,นักเรียนไปเรียนทำไม ถ้าเรียนแล้วไม่ได้ใช้ ??? #ความล้มเหลวของระบบการศึกษาไทย
-1,"ใครบอกว่าสังคมในร.ร.น่ะสวยงาม ขอเพียงตรงนี้เลยนะ ว่าสังคมในร.ร.แม่งโคตรแย่ มีทั้งการบูลลี่ เหยียด อะไรอีกมากมาย ถามจริงเถอะไอ้ที่บอกว่า สังคมภายนอกมันน่ากลัวบอกเลยว่า สังคมในร.ร.น่ากลัวเหมือนกัน 

#ความล้มเหลวของระบบการศึกษาไทย"
-1,ห่วยตั้งแต่การศึกษายันรัฐบาล|||#ม็อบ13กุมภา #การศึกษาฆ่าฉัน #WhatHappenInThailand
0,วันนี้เรียนคาบแนะแนวมา ก็เลยไปเปิดเพลงๆนึง มีฉากนึงในmvจะมีเซ็กซ์ ทำท่าว่าจะลงเตียง แล้วคนในห้องกิ้ด ครุเลยหันไปดูmvแล้วสั่งให้ปิดเลย แล้วมาพูดยกใหญ่ คือทำไมออ? เรื่องพวกนี้ควรจะเป็นเรื่องปกติได้แล้วปะ ปิดกั้นเรื่องเพศศึกษามาก  #ความล้มเหลวของการศึกษาไทย
0,เอาจริงป่ะมึง พวกเพศศึกษา พวกเรื่องเซ็กส์อะ มันควรเป็นเรื่องปกติได้แล้วป่ะ ทำไมต้องเขินอายไม่กล้าเอามาสอน เห็นว่าเป็นเด็กไม่ควรรับรู้เรื่องพวกนี้เลยออวะ อย่างน้อยก็ควรรู้ไว้ป่ะ เวลาเกิดเหตุจำเป็นอะไรขึ้นมาจะได้ป้องกันถูก  #ความล้มเหลวของการศึกษาไทย
-1,จนถึงตอนนี้มันก็ยังไม่มีอะไรพัฒนา #ความล้มเหลวของการศึกษาไทย
-1,ทำไมต้องแบกหนังสือหนักๆด้วยไม่เข้าใจ หลังไหล่คอจะพังแล้วข่าวก็เคยออกว่าการแบกหนังสือหนักๆไม่ดีต่อหลังแต่มันก็ไม่แก้ไม่ทำให้ดีขึ้นสักที #การศึกษาไทย
-1,มึงว่าเด็กไทยต้องมานั่งร้องไห้กับ #การศึกษาไทย อีกซักกี่คน ประสาทปะ โง่ คิดไรอยู่วะ
1,งูเข้าบ้านเพื่อนจ้า อีกคนแทงหวย ปังมาก #เรียนออนไลน์
-1,ทำไมเด็กตัวเล็กๆคนนึงตัองเจออะไรเยอะแยะด้วยวะ เวลาว่างก็ไม่มี มีแต่งานที่ต้องทำต้องส่ง จะโดดตึกตายก็มีภาระอยู่ข้างหลังอีก เลิกดูถูกคนได้แล้วนะ มันจะหมดแพชชั่น มันไม่มีไฟ อาจจะเป็นโรคซึมเศร้า หยุดด่าเด็กสักที มันเหี้ย #ความล้มเหลวของการศึกษาไทย
0,ขอนอกแทคนะคะ #เรียนออนไลน์
0,#เรียนออนไลน์ ถ้าใครผ่านมาเห็นก็คิดเห็นกันเงียบๆพอนะคะพวกเราไม่ได้โกรธแค่คิดว่าไม่สมควร🔥 รรปนขบซ https://t.co/cEyMoI5Sv5
0,เเบบเรียนวิชานึงคือหลายบทมากนะเเล้วมันไม่ได้มีเเค่หนึ่งวิชาอ่ะเเบบเเล้วไงก็ต้องเรียนพยายามเรียนเเล้วไงเด็กก็ต้องเห… https://t.co/CpnWyLOo5x
1,ในความหวังยังมีความคาดหวัง ในความประทับใจยังมีความน่าประทับใจ ในความคาดคิดยังมีความไม่คาดคิด อะไรทำให้เราตัดสินใจเ… https://t.co/6CjKB5Xmit
-1,"การศึกษาก็ต่ำ ประเทศก็แย่ ผู้นำก็ห่วยแตก ตำรวจ​ก็เหี้ย #ม็อบ13กุมภา  #การศึกษาฆ่าฉัน 
#การศึกษาไทย #เด็กด้อยพัฒนา"
-1,ไม่อยากเรียนเเล้วววววววววววว #การศึกษาฆ่าฉัน
0,ถ้าคนมันจะเก่งย้อมผม7สีมันก็เก่งเว่ย          #การศึกษาไทย
0,น้องเคยออกข่าวแบ้วนั่งเรียนกลางแดดโดยเอาร่มมากลาง เพราะอินเตอร์เน็ต จุดที่ดีที่สุดอยู่ตรงเชิงเขา พอข่าวออก...กูสตั้… https://t.co/ATi1Q6Dmat
-1,เมื่อไหร่จะเลิกสักที กับการนับหน้าสมุดมาเป็นคะแนน กูเขียนตัวน้อยก็คือคะเเนนน้อยกว่าคนอื่นงี้ มันใช่หรอวะ #การศึกษาไทย
0,สวัสดีครับ @HoneKrasae ขออนุญาตนะครับ ด้วยความเคารพ พอจะช่วยเป็นกระบอกเสียงให้ เด็ก ม.6 รุ่นนี้ #dek64 และ… https://t.co/ZzdH3udqzu
-1,เอาว่ะ ไม่มีอะไรจะเสียเเล้ว ใส่ให้สุดไปเลย ผลจะเป็นยังไงก็ช่างแม่ง ทำให้ดีที่สุดพอ อีเหี้ยยย #เลื่อนสอบ… https://t.co/0KGvlv466v
-1,ตอนนี้งงไปหมด สรุปกูสอบกลางภาคยังวะ ไอ้เหี้ยยย #การศึกษาไทย
0,"พอๆกัน..ครูกับลูกศิษย์
#เรียนออนไลน์ https://t.co/a8brbcdaLq"
0,"อะไรคือตรรกะที่ไม่ให้เจาะหูหลายรู ถ้าเจาะหลายรู(มากกว่า1)ให้เอาออก ถ้าอยากเจาะให้รอจบม.6ก่อน เข้ามหาลัยแล้วค่อยไปเจาะหลายๆรู 

#การศึกษาไทย #การศึกษาฆ่าฉัน"
0,ทำไมต้องมีการบ้านเยอะตอนช่วงสอบ #ความล้มเหลวของระบบการศึกษาไทย
0,ความรู้ไม่ได้มีเเค่ห้องสี่เหลี่ยมที่เต็มไปด้วยขี้นก กับการสอนระบบเดิมๆ จดทั้งวัน  #ความล้มเหลวของการศึกษาไทย
0,วันนี้ขอมาพูดกันในเรื่องขอความร่วมมือ/การบังคับ การสอบO-net นั้นได้ถูกยกเลิกไปเเล้วเเต่ทำไมเด็กที่กำลังจะต้องเตรียม… https://t.co/vUZl8o21cz
0,"คืออยากรู้จริงๆทำไม
ตอนสอบต้องตัดผมให้สั้นด้วยอะ
เกือบทั้ง ร.ร ตัดสกินเฮด เพื่อไรอ่ะ????
มันทำให้เด็กทำข้อสอบได้หรอ… https://t.co/k6aU3p2FGM"
-1,ล่าสุดครูร.รฉันบอกว่างานศิลปะที่ฉันตั้งใจทำเป็นงานที่ทุเรศแล้วสกปรก #การศึกษาไทย https://t.co/8obwnuh9b5
-1,นั่งดูข่าวเด็ก 17 ทำแท้งเองก็รู้เลยว่าการศึกษาไทยมันเป็นยังไงอ่ะ ควรจะสอนให้เด็กหัดใส่ถุงยางเองก็ดีกว่าสอนว่าเวลาเงี่ยนให้ออกกำลังกาย สอนบ้าอะไรเงี่ยนแล้วออกกำลังกาย มึงบ้าป่าววะไอ้ชาย หลักสูตรสุขศึกษาควรสอนมากกว่านี้ แต่นี้ไม่สอน สอนแต่อะไรไม่รู้บ้ามาก #ความล้มเหลวของการศึกษาไทย
0,คดีใน รร.มันคล้ายๆกับคดีในปทท.แหละครับเพราะบางคดีเป็นปิดปากและมีเงื่อนงำ ถ้าใครดีหรือตงฉินและยุติธรรมเป็นหลักก็จะโด… https://t.co/QHg64wlSj7
0,บ้งอีกล่ะ😅 #การศึกษาไทย https://t.co/Bd1dtXClPx
0,ถัมจีงงงงง แล้วกว่าจะปัดกวดเช็ดถูเสร็จ ชั้นหมดเวลาเรียนไปเท่าไหร่ #การศึกษาไทย https://t.co/QuiZvxFm5a
-1,การดูถูกเด็กที่ไม่เก่งหรือเหยียดเด็กไม่เก่งต่อหน้าทุกคนก็เป็นสิ่งไม่ดี ครูไทยควรรู้นะคะ #การศึกษาฆ่าฉัน
0,เชื่อมั้ยมีเด็กอีกหลายคนที่ยังไม่รู้ว่าตัวเองชอบอะไร บางคนก็มารู้ทีหลัง คือ มานั่งคิดว่ามันทำไมกันนะ? ถ้าหากมีวิชาที่สามารถลองไปเรียนรู้งานได้บ้างก็ดีนะ มันควรมีตั้งแต่มัธยมอ่ะ อย่างเรามารู้ตัวเมื่อตอนเรียนในสิ่งที่ตัวเองไม่ชอบจบ แล้วก็ได้หันไปเป็นติวเตอร์ #การศึกษาฆ่าฉัน
-1,เพราะบางทีตัวเองหรือป่าวที่ยังสอนไม่เคลียร์เจอแบบนี้ไปใครจะไปกล้าตอบ กล้าแสดงออกวะ นี่แหล่ะการศึกษาไทยล้มเหลวที่แท้จริง เด็กกลัวที่จะกล้าตอบ ไม่กล้าแสดงความเห็นอะไร พูดแล้วงึด #การศึกษาฆ่าฉัน
-1,บ้านไม่ใช่ที่เรียน งานก็สั่งเหมือนกูว่างทั้งปีสั่งงานให้เหมือนนัดกันมาหน่อยเหมือนไม่ได้ประชุมกันมาอะสั่งที่ละงานสอง… https://t.co/0hizytBlGc
-1,น่าเบื่อมากทำงานกลุ่มแต่เพื่อนคือแบบไม่กระตือรือร้นเลย ส่งไปขึ้นอ่าน 1 คนแต่ไม่ตอบไรเลย บางคนก็อ่านเฉยๆ บางทีก็ลำคา… https://t.co/f9kWhNtDnY
0,วันนี้ผมไปเห็นสตอรี่เพื่อนไปโรงพยาบาลเพราะ กระดูกทับเส้น แล้วเพื่อนผมก็ลาโรงเรียนไป1วันเพราะไม่ไหวแล้วจริงๆเพื่อนผมฝืนทำฝืนไปเรียนตลอดมาวันนี้เพื่อนผมโดนให้ตกให้ไปตามแก้มันใช่หรอครับ #การศึกษาไทย #การศึกษาฆ่าฉัน
0,ขอบคุณสำหรับข้อสอบ10ข้อ 6นาทีนะคะ ขอบคุณจริงๆค่ะ คุณครู  #การศึกษาฆ่าฉัน
-1,กุต้องมีโทรศัพท์2เครื่อง? #การศึกษาไทย https://t.co/syyBmovhIj
0,มันก็ใช่ว่าเด็กทุกคนจะมีเครื่องปริ้นนะ #การศึกษาไทย  #เรียนออนไลน์ https://t.co/wEmfRLT8fV
0,การศึกษาไทยมันบังคับให้ทุกคนต้องเหมือนกันอะ ใครแตกต่าง=สังคมไม่ยอมรับ แล้วจะหาตัวเองเจอได้ยังไง สิ่งพื้นฐานที่ควรยก… https://t.co/W4PLnzhqmQ
0,ก็เข้ามารอครูสอนครึ่งชั่วโมงกว่าเราก็ถามครูว่ากูพูดรึป่าวเพราะไม่ได้ยินอะไรเลยแล้วเพื่อนก็เลยพูดเล่นๆว่าอยากเรียนหร… https://t.co/pp51cumrVX
0,"เราก็โดนค่ะ ตอนนั้นเรากำลังนั่งเขียนงานเราเขียนเสร็จเราก็นั่งเฉยๆนางเดินมาทุบหลังเราค่ะ 
เเรงมาก เรางงมากว่ามาทุบห… https://t.co/WwlbXbeSKe"
-1,เเล้วนางก็พล่ามต่อเลยค่ะว่านี่นะพวกเธอน่ะเอาความคิดตัวเองเป็นใหญ่ คือนางจะดีอย่างยึงที่เวลาใครหลับหรือฟุบนางจะไม่ด่… https://t.co/pxKesy70eL
0,แล้วนางก็ถามเราว่าเเบบใครเป็นคนบอกคนเเรก เราเลยบอกว่าเราเอง เเล้วนางก็ถามว่าทำไมถึงพูดเราก็บอกว่านางว่ามันเหลือเเค่… https://t.co/6UWClQ4Vc5
-1,พวกเธอพยายามจูนหาเธอรึป่าว เเต่คือเราบอกเลยว่าจริงที่นางปรับเเต่มันก็นะคือแบบช่วงเเรกๆคือเหี้ยมากกกหลังๆเริ่มดีขึ้น… https://t.co/0EiFS8W7Ad
0,ถ้างั้นอยากทำอะไรก็ทำไปเลย ไปเลยถ้าจะไปกินข้าวก็ไปข้าว เราก็แบบพูดเองน้าาา พูดเองนะค้าาา เเล้วหัวหน้าก็กำลังพูดทำคว… https://t.co/wXMN9yzWzK
0,"@ayolistenupppp เราก็โดนค่ะ ตอนนั้นเรากำลังนั่งเขียนงานเราเขียนเสร็จเราก็นั่งเฉยๆนางเดินมาทุบหลังเราค่ะ 
เเรงมาก เร… https://t.co/Qyz7Fypyh8"
0,เราก็เลยเก็บรอเเต่ว่านางยังไม่ได้บอกให้เก็บแต่เราไม่รู้ว่าต้นตอที่บอกให้เก็บมันมาจากไหนเราเลยเก็บไปก่อนเเล้วสักพักน… https://t.co/FEIjUBXKX1
0,ค่ะเราจะมาเล่าเรื่องค้างไว้คือวันนั้นเรียนกระบี่กะบอง เราลงไปเรียนข้างล่างเเล้วทีนี้คือเราเรียนกับอีกห้องนึงเเล้วห้… https://t.co/a9FOxPuet0
0,ทุกเช้าที่ #เรียนออนไลน์ 😢 https://t.co/uvKpP71J3L
-1,ขายวิญญาณให้การศึกษาไทย กูถามจริงๆนะเราเรียนหนักขนาดนี้ไปเพื่ออะไรวะ เลิกยัดอะไรไร้สาระให้เด็กได้มั้ย พวกกูเป็นคนเ… https://t.co/ortt5F2HRw
0,สวัสดีค่ะเพื่อนๆเมื่อวานเราโดนครูเอาเรื่องการตายของพ่อเรามาเมคฟันค่ะ พ่อเราตายได้6ปีเเล้วค่ะ ตอนนี้เราไม่รู้จะจัดกา… https://t.co/qk8k9p2EtC
-1,"@Cookie97020934 โตไปไม่ราม มหาวิทยาลัยชั้นต่ำ

#รามคำแหง
#การศึกษาฆ่าฉัน https://t.co/xiCdbirjuf"
0,"habe = ฮาเบ่ะ ไม่ใช่ “ฮาเบอะ”
ich habe = อิค ฮาเบ่ะ 
คนเยอรมันคนไหนพูดว่า “อิช ฮาเบอะ” ไปตามมานะ อยากเจอมากกก🤷‍♂️… https://t.co/zDgQY7Cy0X"
0,"เต็ม 10 ไม่หัก #การศึกษาไทย #รัฐบาลส้นตีน 
ขออนุญาตเจ้าของคลิปด้วยนะคะ https://t.co/46L6VNAYa5"
0,แม่;—; #การศึกษาไทย https://t.co/DHmGxJl8CY
0,ฝากlittle santaไว้ด้วยค่า เนื้อหาของช่องจะเกี่ยวกับโรคซึมเศร้าและการศึกษา การแชร์ประสบการณ์และสาระอื่นๆ ตั้งใจทำสุด… https://t.co/CyI6S9WEDK
1,"อาจารย์บี ; พวกเธอคิดว่าตอนใส่กระโปรงมันรู้สึกแน่นๆมั้ย
We ; อาจารย์...! จะร้องไห้5555555
#เรียนออนไลน์"
-1,คำพูดจำคาของคนเป็นครูอะเนอะ คือเราเนี่ยเหมือนโดนเขาเล็งตั้งแต่เทอมที่แล้ว นี่เรียนEngไม่เก่ง แต่ทุกครั้งที่เรียกตอบมักเจาะจงเราเสมอ รุ่นพี่โดนเหมือนกันหมดถ้าเรียนกับเขา คนจะเป็นครู เลือกรักนักเรียนไม่ได้นะ ไม่เข้าตาครั้งเดียวคือโดนตลอด #ความล้มเหลวของการศึกษาไทย https://t.co/rXLx2WlTwP
-1,ฉันขอประจารย์ โรงเรียนมัธยมชื่อดัง (ที่ไม่ได้ดีแบบที่โฆษณา) ไม่เคารพกฎกระทรวงศึกษาธิการ บังคับนักเรียนชายม.ต้น ตัดท… https://t.co/d5oJHg0Rkv
0,"เรียนออนไลน์ = ไถทวิตอย่างมันมือ
#เรียนออนไลน์"
0,พน.เรียนออนไลน์พร้อมไถทวิตกันยังงง?? #เรียนออนไลน์
-1,"ปวดประสาทกับงานกลุ่มในรร.
#ความล้มเหลวของระบบการศึกษาไทย
#ไม่เอางานกลุ่ม"
